0.00601901	120110	3000
0.0104519	210130	4200
0.0166624	336150	5600
0.0249047	504170	7200
0.0355283	720190	9000
0.0488572	990210	11000
0.194859	3960420	44000
0.387493	7920420	44000
1.68515	34560640	96000
