0.00501784	120110	3000
0.00868359	210130	4200
0.0146589	336150	5600
0.0205303	504170	7200
0.0294226	720190	9000
0.0409901	990210	11000
0.16341	3960420	44000
0.317005	7920420	44000
1.38633	34560640	96000
